28,079,004,01,38,02,2022,07,13,3,V,4,V,3,V,3,V,3,V,3,V,4,V,4,V,4,V,4,V,4,V,3,V,3,V,4,V,4,V,100,M,5,V,4,V,4,V,3,V,3,V,0,N,0,N,0,N
28,079,004,06,48,02,2022,07,13,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,M,1,M,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0,N,0,N,0,N
28,079,004,07,08,02,2022,07,13,15,V,19,V,3,V,2,V,3,V,2,V,11,V,31,V,36,V,6,V,7,V,8,V,8,V,5,V,2,N,150,N,1,V,1,V,1,V,1,V,1,V,0,N,0,N,0,N
28,079,004,08,08,02,2022,07,13,104,V,84,V,29,V,44,V,39,V,28,V,54,V,79,V,69,V,43,V,45,V,45,V,47,V,37,V,18,N,25,N,12,V,21,V,21,V,14,V,24,V,0,N,0,N,0,N
28,079,004,12,08,02,2022,07,13,128,V,113,V,34,V,46,V,43,V,32,V,71,V,127,V,124,V,52,V,56,V,56,V,58,V,44,V,20,N,175,N,13,V,23,V,22,V,15,V,26,V,0,N,0,N,0,N
28,079,008,01,38,02,2022,07,13,5,V,5,V,5,V,5,V,5,V,5,V,6,V,6,V,6,V,5,V,6,V,7,V,7,V,8,V,7,V,7,V,7,V,7,V,7,V,7,V,7,V,0,N,0,N,0,N
28,079,008,06,48,02,2022,07,13,0.6,V,0.4,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0,N,0,N,0,N
28,079,008,07,08,02,2022,07,13,22,V,6,V,2,V,2,V,2,V,2,V,2,V,5,V,8,V,10,V,11,V,7,V,6,V,5,V,5,V,3,V,3,V,3,V,4,V,3,V,3,V,0,N,0,N,0,N
28,079,008,08,08,02,2022,07,13,113,V,69,V,24,V,27,V,19,V,22,V,34,V,53,V,55,V,55,V,54,V,41,V,39,V,37,V,43,V,38,V,29,V,35,V,35,V,40,V,54,V,0,N,0,N,0,N
28,079,008,09,47,02,2022,07,13,42,V,33,V,30,V,43,V,35,V,36,V,32,V,22,V,30,V,38,V,46,V,33,V,19,V,40,V,17,V,36,V,1,V,33,V,18,V,5,V,35,V,0,N,0,N,0,N
28,079,008,10,47,02,2022,07,13,84,V,72,V,63,V,74,V,65,V,67,V,53,V,43,V,57,V,73,V,86,V,73,V,48,V,72,V,52,V,89,V,3,V,65,V,58,V,25,V,70,V,0,N,0,N,0,N
28,079,008,12,08,02,2022,07,13,146,V,79,V,26,V,29,V,22,V,24,V,37,V,61,V,66,V,71,V,71,V,51,V,48,V,44,V,50,V,43,V,33,V,41,V,41,V,44,V,58,V,0,N,0,N,0,N
28,079,008,14,06,02,2022,07,13,14,V,48,V,86,V,75,V,73,V,68,V,56,V,42,V,43,V,50,V,63,V,87,V,107,V,138,V,162,V,178,V,181,V,171,V,165,V,153,V,126,V,0,N,0,N,0,N
28,079,008,20,59,02,2022,07,13,2.7,V,3.8,V,3.4,V,1.9,V,1.9,V,1.8,V,1.6,V,1.3,V,1.2,V,1.2,V,2,V,2,V,1.7,V,1.3,V,1.3,V,1.4,V,1.2,V,1,V,0.8,V,0.8,V,1,V,0,N,0,N,0,N
28,079,008,22,00,02,2022,07,13,4,V,2,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,3,V,3,V,2,V,2,V,2,V,2,V,2,V,0,N,0,N,0,N
28,079,008,30,59,02,2022,07,13,0.2,V,0.3,V,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0,N,0,N,0,N
28,079,008,35,59,02,2022,07,13,0.5,V,0.5,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0,N,0,N,0,N
28,079,008,45,00,02,2022,07,13,5,V,3,V,2,V,1,V,1,V,1,V,2,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,4,V,3,V,3,V,3,V,3,V,3,V,3,V,0,N,0,N,0,N
28,079,011,07,08,02,2022,07,13,13,V,2,V,1,V,1,V,1,V,1,V,1,V,6,V,2,V,2,V,2,V,6,V,6,V,5,V,4,V,7,V,5,V,3,V,4,V,2,V,2,V,0,N,0,N,0,N
28,079,011,08,08,02,2022,07,13,105,V,33,V,11,V,17,V,18,V,13,V,25,V,53,V,41,V,38,V,35,V,41,V,47,V,53,V,51,V,65,V,51,V,40,V,39,V,35,V,65,V,0,N,0,N,0,N
28,079,011,12,08,02,2022,07,13,124,V,36,V,12,V,19,V,19,V,15,V,26,V,61,V,43,V,42,V,39,V,50,V,56,V,61,V,57,V,76,V,59,V,45,V,45,V,39,V,68,V,0,N,0,N,0,N
28,079,011,20,59,02,2022,07,13,8.3,V,5.9,V,2.1,V,1.2,V,1.8,V,2,V,1.5,V,1.3,V,1.6,V,1.4,V,1.6,V,1.8,V,1.9,V,2.2,V,5.1,V,3.5,V,2.7,V,2,V,1.8,V,1.6,V,1.7,V,0,N,0,N,0,N
28,079,011,30,59,02,2022,07,13,1.4,V,0.7,V,0.2,V,0.1,V,0.1,V,0.1,V,0.1,V,0.1,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.8,V,0.6,V,0.5,V,0.3,V,0.3,V,0.3,V,0.4,V,0,N,0,N,0,N
28,079,011,35,59,02,2022,07,13,1.1,V,0.8,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.7,V,0.5,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0,N,0,N,0,N
28,079,017,07,08,02,2022,07,13,23,V,12,V,2,V,1,V,1,V,2,V,13,V,32,V,5,V,5,V,5,V,5,V,3,V,3,V,3,V,2,V,3,V,2,V,2,V,1,V,2,V,0,N,0,N,0,N
28,079,017,08,08,02,2022,07,13,116,V,106,V,84,V,56,V,24,V,32,V,61,V,87,V,65,V,50,V,44,V,36,V,28,V,23,V,25,V,25,V,21,V,11,V,13,V,15,V,23,V,0,N,0,N,0,N
28,079,017,12,08,02,2022,07,13,151,V,124,V,87,V,58,V,26,V,34,V,81,V,135,V,73,V,57,V,52,V,43,V,33,V,28,V,30,V,29,V,25,V,14,V,15,V,18,V,26,V,0,N,0,N,0,N
28,079,017,14,06,02,2022,07,13,12,V,12,V,28,V,41,V,72,V,55,V,17,V,10,V,38,V,56,V,67,V,91,V,114,V,143,V,169,V,185,V,163,V,172,V,176,V,166,V,157,V,0,N,0,N,0,N
28,079,018,07,08,02,2022,07,13,1,V,2,V,1,V,1,V,1,V,1,V,2,V,8,V,7,V,12,V,8,V,4,N,351,N,2,V,1,V,5,V,1,V,1,V,1,V,1,V,1,V,0,N,0,N,0,N
28,079,018,08,08,02,2022,07,13,60,V,59,V,39,V,30,V,31,V,23,V,45,V,63,V,59,V,62,V,49,V,37,N,28,N,34,V,26,V,26,V,16,V,16,V,12,V,15,V,22,V,0,N,0,N,0,N
28,079,018,10,47,02,2022,07,13,46,V,41,V,42,V,38,V,17,V,26,V,17,V,27,V,32,V,53,V,50,V,34,V,35,V,55,V,56,V,10,V,8,V,7,V,39,V,28,V,9,V,0,N,0,N,0,N
28,079,018,12,08,02,2022,07,13,61,V,63,V,40,V,31,V,33,V,25,V,48,V,76,V,71,V,80,V,61,V,41,N,379,N,36,V,28,V,33,V,17,V,18,V,14,V,16,V,23,V,0,N,0,N,0,N
28,079,018,14,06,02,2022,07,13,41,V,34,V,55,V,57,V,45,V,50,V,21,V,10,V,24,V,32,V,54,V,81,M,89,M,127,N,161,V,170,V,162,V,159,V,161,V,156,V,140,V,0,N,0,N,0,N
28,079,018,20,59,02,2022,07,13,4.7,V,2.3,V,2.3,V,2.5,V,3,V,2.8,V,3.6,V,5.1,V,2.4,V,1.7,V,1.4,V,1.2,V,1.2,V,1.1,V,0.9,V,1.1,V,0.7,V,0.8,V,0.4,V,0.4,V,0.5,V,0,N,0,N,0,N
